"","Frage1m","Frage2_SQ001","Frage3_SQ001","Frage3_SQ002","Frage3_SQ003","Frage3_SQ004","Frage3_SQ005","Frage3_SQ006","Frage3_SQ007","Frage3_SQ008","Frage3_SQ009","Frage3_SQ010","Frage3_SQ011","Frage3_SQ012","Frage3_SQ013","Frage3_SQ014","Frage3_SQ015","Frage3_SQ016","Frage3_SQ017","Frage3_SQ018","Frage3_SQ019","Frage4_SQ001","Frage5_SQ001","Frage5_SQ002","Frage5_SQ003","Frage5_SQ004","Frage5_SQ005","Frage5_SQ006","Frage5_SQ007","Frage5_SQ008","Frage5_SQ009","Frage5_SQ010","Frage5_SQ011","Frage5_SQ012","Frage5_SQ013","Frage5_SQ014","Frage5_SQ015","Frage5_SQ016","Frage5_SQ017","Frage5_SQ018","Frage6_SQ001","Frage6_SQ002","Frage6_SQ003","Frage6_SQ004","Frage6_SQ005","Frage6_SQ006","Frage6_SQ007","Frage6_SQ008","Frage6_SQ009","Frage6_SQ010","Frage6_SQ011","Frage6_SQ012","Frage6_SQ013","Frage6_SQ014","Frage6_SQ015","Frage6_SQ016","Frage6_SQ017","Frage6_SQ018","Frage7_A1","Frage8_1","Frage8_2","Frage8_3","Frage8_4","Frage8_5","Frage9","Frage10_SQ002","Frage10b_SQ001","Frage11_SQ001","Frage12_SQ001","Frage12_SQ002","Frage12_SQ003","Frage12_SQ004","Frage12_SQ005","Frage12_SQ006","Frage12_SQ007","Frage12_SQ008","methode","geschlecht","alter_koh","aufenthaltsdauer","gemeinde_groesse","bezirk_code","bezirk_name_kurz"
"925",4,4,5,3,6,6,5,3,6,5,2,4,7,4,7,6,2,4,7,7,7,3,6,6,7,6,6,7,4,5,4,4,6,4,4,6,5,7,6,6,4,6,6,NA,NA,6,6,NA,NA,NA,NA,4,NA,5,4,6,6,5,NA,13,2,1,15,10,NA,NA,NA,2,2,3,3,NA,NA,3,3,3,"online",2,"18 bis 24","Alteingesessen","20001 bis 50000",105,"Hinwil"
"926",6,4,2,2,3,3,5,2,6,5,2,6,6,4,6,5,2,3,7,7,6,4,2,2,6,3,NA,7,3,6,6,2,6,5,3,6,2,3,3,6,6,NA,7,6,6,6,NA,6,NA,NA,5,NA,NA,6,5,NA,6,6,3,6,7,4,15,11,2,72,130,2,1,3,4,2,3,4,2,4,"online",2,"30 bis 34","Alteingesessen",">100000",112,"Zürich"
"927",8,3,1,4,1,4,6,6,6,5,2,6,5,5,6,6,1,6,7,5,7,3,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,3,7,7,5,5,4,5,5,3,NA,NA,NA,NA,NA,NA,NA,3,6,5,5,5,4,4,15,2,1,13,2,90,110,2,1,3,3,4,2,3,1,4,"online",1,"40 bis 44","Alteingesessen","20001 bis 50000",111,"Dietikon"
"928",8,4,1,1,1,4,6,6,4,5,1,2,7,3,5,7,1,7,6,7,7,NA,NA,NA,7,NA,4,7,1,NA,NA,1,NA,1,1,2,7,1,7,4,NA,NA,5,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,3,NA,3,12,10,7,3,4,1,NA,NA,3,4,4,4,4,1,2,1,4,"online",1,"50 bis 54","Alteingesessen",">100000",112,"Zürich"
"929",6,3,7,5,7,7,7,7,7,7,7,7,7,5,7,7,7,7,7,7,7,3,7,1,7,4,7,7,6,7,7,7,4,7,7,7,7,7,7,4,NA,NA,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,7,7,NA,7,NA,4,10,1,13,2,12,2,89,110,2,NA,NA,4,4,NA,NA,NA,NA,"online",2,"45 bis 49","Alteingesessen",">100000",112,"Zürich"
"930",6,4,4,6,7,6,7,5,4,5,5,3,6,2,7,5,3,4,4,7,4,4,6,5,7,6,5,6,6,5,7,7,4,6,6,6,7,6,6,7,5,6,6,5,6,7,6,6,5,6,4,6,7,5,6,7,5,6,3,3,15,10,6,1,1,NA,NA,2,2,3,NA,3,2,3,2,1,"online",2,"18 bis 24","Alteingesessen","20001 bis 50000",106,"Horgen"
"931",2,3,7,6,6,7,6,6,6,5,6,5,6,4,5,6,4,6,7,6,5,3,7,6,6,6,7,6,6,6,6,6,4,5,5,6,6,5,5,7,1,3,6,6,4,5,NA,NA,6,4,4,6,4,5,6,6,4,5,5,2,14,4,11,6,2,90,120,3,1,3,3,3,1,3,3,4,"online",1,"60 bis 64","Alteingesessen","2001 bis 5000",103,"Bülach"
"932",6,3,3,2,6,5,7,3,2,2,2,6,5,7,7,6,6,7,2,6,7,2,6,5,6,7,6,6,6,6,6,4,4,4,5,4,2,4,6,7,6,5,2,6,2,7,6,NA,4,6,6,3,2,4,3,6,6,2,3,2,15,12,13,4,3,90,120,3,3,3,3,4,2,3,2,4,"online",1,"60 bis 64","Alteingesessen","<1000",102,"Andelfingen"
"933",2,4,6,4,6,4,6,4,4,5,4,5,6,4,4,6,6,5,6,6,5,3,4,4,6,4,NA,6,6,5,5,5,4,6,6,5,6,5,4,6,NA,6,5,NA,NA,4,NA,NA,NA,NA,NA,5,6,6,5,6,6,NA,4,9,10,12,2,15,2,90,110,3,3,3,3,2,2,2,2,3,"online",1,"35 bis 39","Alteingesessen",">100000",112,"Zürich"
"934",6,4,7,5,NA,7,6,6,6,6,7,6,6,6,6,NA,NA,7,7,7,NA,4,7,7,7,NA,NA,7,NA,6,7,6,NA,NA,NA,6,6,6,4,6,6,6,6,5,5,7,NA,NA,NA,5,NA,NA,NA,6,6,NA,NA,6,3,11,12,14,8,4,NA,84,123,2,3,3,3,1,2,2,1,3,"P&P",1,"80+","Alteingesessen","10001 bis 20000",107,"Meilen"
"935",6,3,4,3,7,5,5,4,6,3,4,3,5,3,5,4,5,6,6,5,4,3,4,2,6,5,4,5,7,3,4,3,2,5,6,3,4,4,4,5,6,6,4,NA,6,7,6,NA,6,6,NA,6,NA,6,5,6,6,5,3,10,1,2,9,15,2,90,115,3,2,3,4,4,2,2,2,3,"online",1,"65 bis 69","Alteingesessen","1001 bis 2000",104,"Dielsdorf"
"936",4,4,7,3,6,5,6,4,6,4,6,6,5,2,6,7,1,6,6,6,3,4,6,6,6,6,4,6,6,6,6,6,2,6,1,4,6,6,4,NA,6,6,6,6,6,7,NA,NA,NA,NA,2,NA,NA,NA,7,6,NA,6,4,3,10,14,5,11,2,95,110,2,2,4,4,4,3,3,3,4,"online",1,"60 bis 64","Alteingesessen","20001 bis 50000",111,"Dietikon"
"937",2,4,3,5,7,7,6,1,7,5,7,7,5,4,7,6,6,7,7,5,2,4,7,7,5,7,7,6,7,7,7,7,5,7,7,7,5,5,7,7,7,7,7,7,6,7,7,7,6,7,7,6,7,7,7,7,7,7,3,2,6,7,1,10,2,90,125,2,1,2,3,3,3,3,1,4,"online",1,"65 bis 69","Alteingesessen","10001 bis 20000",105,"Hinwil"
"938",6,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,NA,NA,NA,NA,NA,1,NA,NA,3,3,3,3,4,4,4,3,3,"online",1,"80+","Alteingesessen",">100000",112,"Zürich"
"939",8,3,6,2,4,5,6,6,4,3,3,4,6,4,2,5,4,6,6,7,6,3,3,5,6,4,5,5,4,4,3,3,4,4,3,3,6,4,5,6,3,4,4,4,4,3,4,4,3,4,4,3,5,3,3,4,4,4,3,6,15,13,12,10,NA,NA,NA,2,2,3,NA,3,NA,NA,NA,NA,"online",1,"50 bis 54","Alteingesessen","5001 bis 10000",111,"Dietikon"
"940",2,3,3,4,6,7,7,6,5,7,6,4,6,5,5,4,4,7,7,7,4,3,5,5,6,6,5,7,6,6,6,6,5,6,6,6,5,6,7,6,NA,NA,6,NA,NA,7,NA,7,6,NA,6,NA,5,7,6,6,2,NA,3,16,2,9,7,13,2,90,110,2,3,3,4,2,2,3,2,4,"online",1,"60 bis 64","Alteingesessen",">100000",112,"Zürich"
"941",2,4,7,3,3,5,7,5,3,3,3,3,5,4,5,6,2,7,3,7,4,4,5,5,7,5,3,6,5,6,5,5,2,4,2,2,3,7,4,5,4,5,6,4,4,6,5,NA,NA,4,1,5,NA,5,4,6,6,6,4,7,4,15,8,10,2,80,100,NA,4,4,4,2,2,3,3,3,"online",1,"50 bis 54","Alteingesessen","<1000",110,"Winterthur"
"942",7,3,5,6,6,6,7,6,6,5,6,7,6,6,6,NA,6,6,7,6,6,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,6,6,6,6,6,6,6,4,2,3,1,10,NA,NA,NA,NA,2,1,3,3,3,1,3,1,3,"online",1,"75 bis 79","Alteingesessen","1001 bis 2000",108,"Pfäffikon"
"943",6,4,7,1,7,5,NA,7,6,5,1,5,6,3,5,6,4,6,2,6,7,3,4,1,5,1,3,5,6,5,4,4,2,4,2,2,2,4,1,4,6,4,5,NA,4,7,6,6,7,3,4,6,4,5,5,NA,NA,4,5,2,9,7,11,16,3,60,125,3,3,4,3,4,3,4,NA,3,"online",1,"50 bis 54","Alteingesessen","20001 bis 50000",109,"Uster"
"944",2,4,6,1,6,6,5,4,7,5,6,6,5,3,5,5,5,3,7,6,3,4,5,7,7,6,6,7,7,7,6,6,7,7,7,7,7,6,6,7,7,6,6,5,5,7,6,5,NA,NA,6,7,NA,7,7,6,7,5,NA,6,2,15,8,7,2,72,102,3,3,3,3,2,2,3,1,3,"online",2,"18 bis 24","Alteingesessen",">100000",110,"Winterthur"
"945",2,4,6,7,7,7,7,7,7,4,1,4,7,7,5,7,2,2,7,1,7,3,5,6,1,NA,4,5,6,2,1,2,1,5,1,7,7,5,5,4,4,2,7,NA,NA,7,3,NA,NA,6,NA,2,NA,NA,2,4,NA,7,5,4,5,1,2,10,2,22,80,1,3,2,3,1,1,4,1,NA,"online",1,"18 bis 24","Alteingesessen","2001 bis 5000",101,"Affoltern"
"946",NA,2,6,5,NA,7,NA,7,7,6,7,7,7,5,5,NA,NA,7,7,7,6,3,6,6,7,NA,NA,6,6,NA,7,7,NA,NA,NA,5,5,5,NA,7,6,4,5,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,5,5,5,NA,5,3,15,2,3,4,6,2,64,76,1,4,NA,NA,NA,3,NA,NA,3,"P&P",2,"70 bis 74","Alteingesessen","2001 bis 5000",111,"Dietikon"
"947",2,4,6,NA,6,6,7,7,6,6,6,6,4,5,6,6,NA,5,6,6,NA,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,11,7,9,13,1,2,92,110,2,NA,NA,3,3,NA,NA,NA,3,"online",2,"70 bis 74","Alteingesessen","1001 bis 2000",108,"Pfäffikon"
"948",2,3,5,4,3,6,6,5,6,5,4,3,5,5,5,6,2,5,7,5,6,2,5,2,5,5,5,6,4,4,5,4,4,5,3,5,5,4,5,5,4,5,4,4,4,6,5,NA,NA,NA,NA,4,NA,3,5,5,4,4,3,14,6,1,12,4,NA,NA,NA,2,2,3,3,3,3,3,1,3,"online",1,"50 bis 54","Alteingesessen","10001 bis 20000",103,"Bülach"
"949",2,4,6,3,NA,6,4,4,7,7,6,4,5,3,4,4,2,7,7,5,2,3,4,6,6,NA,5,6,2,NA,6,4,NA,NA,2,6,3,6,6,3,3,6,6,NA,NA,6,4,NA,4,4,NA,NA,NA,5,NA,4,4,4,4,13,3,1,11,10,2,80,110,1,NA,NA,3,2,2,2,2,3,"online",1,"80+","Alteingesessen",">100000",110,"Winterthur"
"950",1,4,7,5,7,7,7,7,7,5,7,7,7,5,1,7,NA,7,7,7,NA,4,7,7,7,7,3,7,7,7,7,7,2,NA,NA,4,4,5,5,7,7,7,7,7,7,7,5,NA,7,4,NA,NA,NA,7,7,7,6,7,3,11,4,7,2,6,NA,NA,NA,2,NA,NA,NA,1,2,2,1,1,"online",2,"65 bis 69","Alteingesessen","2001 bis 5000",104,"Dielsdorf"
"951",6,4,4,5,6,6,6,4,3,5,3,5,6,4,6,2,6,4,6,5,4,4,6,6,5,5,NA,5,6,5,NA,4,NA,5,NA,4,4,5,5,5,6,6,5,6,6,5,5,NA,NA,NA,NA,5,NA,5,5,5,5,5,3,8,NA,NA,NA,NA,NA,NA,NA,2,3,3,2,2,2,3,3,2,"online",1,"40 bis 44","Alteingesessen","2001 bis 5000",111,"Dietikon"
"952",6,2,6,4,2,6,7,6,7,5,6,6,6,5,5,6,2,7,7,6,7,3,7,6,7,6,4,7,4,6,7,7,6,6,3,5,6,6,6,7,7,6,6,6,5,7,4,6,6,4,4,4,3,4,4,7,5,6,4,15,4,7,13,3,2,100,120,3,2,4,4,4,3,4,1,4,"online",2,"55 bis 59","Alteingesessen","<1000",102,"Andelfingen"
